,College Name,GPA,Verbal,Quants,Writing
7622,Carnegie Mellon University (CMU),3.61,151.0,165.0,3.5
7623,Fontbonne University,3.88,158.0,160.0,5.0
7624,Radford University,3.1,157.0,158.0,4.5
7625,Boston University (BU),3.38,154.0,161.0,3.5
7626,University Of Virginia (UVA),3.73,165.0,159.0,5.0
7627,Radford University,4.0,149.0,145.0,4.0
7628,George Washington University (GWU),3.85,151.0,170.0,5.0
7629,George Washington University (GWU),3.6,161.0,155.0,5.0
7630,George Washington University (GWU),3.2,168.0,154.0,4.5
7631,George Washington University (GWU),3.85,156.0,148.0,4.5
7632,George Washington University (GWU),3.6,170.0,161.0,5.0
7633,George Washington University (GWU),3.6,157.0,168.0,4.5
7634,George Washington University (GWU),3.86,163.0,165.0,5.0
7635,George Washington University (GWU),3.2,165.0,156.0,4.0
7636,George Washington University (GWU),3.9,167.0,158.0,4.5
7637,George Washington University (GWU),2.39,160.0,158.0,4.5
7638,George Washington University (GWU),3.72,161.0,154.0,4.5
7639,University Of Oxford,3.9,165.0,153.0,5.0
7640,Illinois State University,3.83,159.0,150.0,4.0
7641,Western Carolina University,3.0,162.0,155.0,3.5
7642,Carnegie Mellon University (CMU),3.71,150.0,164.0,4.0
7643,University Of South Carolina,3.61,155.0,157.0,4.5
7644,Northeastern University,3.84,164.0,158.0,4.5
7645,Western Carolina University,3.92,168.0,156.0,5.0
7646,"University Of Washington, Seattle (UW)",3.05,159.0,152.0,4.0
7647,MIT (DUSP),3.8,166.0,160.0,5.0
7648,University Of Virginia (UVA),3.05,159.0,152.0,4.0
7649,North Caroline State University (NCSU),3.29,154.0,162.0,4.0
7650,University Of Rhode Island,3.62,168.0,149.0,5.0
7651,Auburn University,3.0,162.0,155.0,3.5
7652,University Of Oregon,3.98,156.0,150.0,4.0
7653,University Of Oxford,3.9,161.0,165.0,4.5
7654,University Of South Florida (USF),3.97,158.0,152.0,4.0
7655,Western Carolina University,3.26,157.0,152.0,4.5
7656,Illinois State University,3.75,153.0,147.0,4.0
7657,University Of Calgary,3.56,159.0,158.0,5.5
7658,Arizona State University (ASU),3.8,148.0,157.0,5.0
7659,Illinois State University,3.86,143.0,155.0,3.5
7660,Boston University (BU),3.7,165.0,160.0,4.0
7661,University Of Chicago (UChicago),3.3,157.0,165.0,4.5
7662,North Caroline State University (NCSU),3.9,163.0,165.0,4.0
7663,Columbia University,3.3,166.0,160.0,3.5
7664,University Of Central Florida (UCF),3.49,158.0,158.0,5.0
7665,"University Of Washington, Seattle (UW)",3.4,165.0,169.0,4.5
7666,"University Of Texas, Arlington",3.63,143.0,165.0,2.5
7667,Carnegie Mellon University (CMU),3.53,150.0,165.0,4.0
7668,American University,3.0,152.0,163.0,4.0
7669,Arizona State University (ASU),3.33,155.0,162.0,3.5
7670,"University Of Massachusetts, Amherst (UMass)",3.93,161.0,154.0,4.5
7671,Duke University,3.1,164.0,152.0,3.0
7672,"University Of Washington, Seattle (UW)",3.67,168.0,161.0,4.5
7673,St. Johns University,3.7,149.0,153.0,4.0
7674,Unversity Of Nebraska Kearney,3.54,152.0,155.0,4.0
7675,"University Of Texas, Austin (UT Austin)",3.9,157.0,153.0,4.5
7676,Utah State University,3.32,162.0,156.0,5.0
7677,University Of Arizona,3.58,157.0,144.0,5.5
7678,University Of New Mexico,3.58,157.0,144.0,5.5
7679,"University Of North Carolina, Chapel Hill (UNC)",4.0,164.0,165.0,4.0
7680,Nothwestern University,3.57,161.0,166.0,5.5
7681,University Of Chicago (UChicago),3.4,169.0,161.0,6.0
7682,"University Of Texas, Austin (UT Austin)",3.4,169.0,161.0,6.0
7683,Radford University,3.7,151.0,152.0,4.0
7684,New York University (NYU),3.63,162.0,153.0,4.0
7685,Radford University,3.7,151.0,152.0,4.0
7686,University Of Chicago (UChicago),3.9,170.0,157.0,5.0
7687,Boston University (BU),3.9,156.0,144.0,3.5
7688,University Of Virginia (UVA),3.9,165.0,151.0,4.5
7689,Columbia University,3.3,156.0,154.0,4.0
7690,University Of Chicago (UChicago),3.88,168.0,152.0,5.5
7691,Iowa State University (ISU),3.92,165.0,153.0,5.5
7692,Iowa State University (ISU),3.92,153.0,165.0,5.5
7693,Brown University,3.08,163.0,158.0,4.0
7694,University Of Iowa,3.25,169.0,149.0,4.0
7695,American University,3.99,159.0,154.0,5.0
7696,University Of Chicago (UChicago),3.9,163.0,164.0,5.5
7697,Yale University,3.9,164.0,163.0,5.5
7698,Southern Connecticut State University,3.97,156.0,154.0,5.5
7699,University Of Rhode Island,3.97,156.0,154.0,5.5
7700,Columbia University,3.97,156.0,154.0,5.5
7701,University Of Connecticut,3.97,156.0,154.0,5.5
7702,East Carolina University,3.92,168.0,156.0,5.0
7703,Arizona State University (ASU),3.65,163.0,164.0,4.0
7704,University Of Virginia (UVA),3.79,161.0,148.0,4.0
7705,"University Of California, Santa Barbara (UCSB)",3.13,160.0,154.0,4.0
7706,East Carolina University,4.0,156.0,149.0,4.0
7707,"University Of Illinois, Urbana-Champaign (UIUC)",3.12,162.0,168.0,4.0
7708,American University,4.0,165.0,162.0,5.0
7709,"University Of California, Santa Barbara (UCSB)",3.01,161.0,156.0,4.0
7710,Carnegie Mellon University (CMU),3.2,155.0,160.0,4.0
7711,Texas A&M University Bush School,3.48,163.0,161.0,4.5
7712,Northeastern University,3.74,153.0,160.0,5.5
7713,New York University (NYU),3.91,166.0,160.0,4.5
7714,Brigham Young University,3.88,154.0,159.0,3.5
7715,East Carolina University,3.4,162.0,155.0,4.5
7716,Duke University,3.98,166.0,156.0,4.5
7717,"Ohio State University, Columbus (OSU)",3.79,160.0,160.0,5.0
7718,Carnegie Mellon University (CMU),3.91,155.0,168.0,4.0
7719,East Carolina University,3.91,153.0,157.0,3.5
7720,Pennsylvania State University (Penn State),3.6,162.0,166.0,3.5
7721,"University Of Texas, Austin (UT Austin)",2.71,153.0,148.0,4.5
7722,University Of British Columbia (UBC),3.7,154.0,165.0,3.0
7723,University Of British Columbia (UBC),3.7,154.0,165.0,3.0
7724,"USC Price School Of Public Policy, University Of Southern California",3.4,150.0,166.0,3.5
7725,University Of Denver,3.3,161.0,160.0,4.5
7726,University Of Cincinnati,4.0,162.0,166.0,3.0
7727,University Of Chicago (UChicago),3.4,160.0,165.0,4.5
7728,Boston University (BU),3.2,165.0,148.0,5.0
7729,Brown University,3.74,155.0,157.0,4.5
7730,American University,3.5,160.0,152.0,4.5
7731,American University,3.4,159.0,158.0,4.0
7732,University Of Pennsylvania (UPenn),3.2,153.0,152.0,4.0
7733,University Of Chicago (UChicago),3.52,152.0,159.0,3.0
7734,University Of Chicago (UChicago),3.24,163.0,159.0,5.0
7735,University Of Chicago (UChicago),3.4,164.0,166.0,5.5
7736,American University,3.6,166.0,153.0,4.0
7737,American University,3.9,167.0,158.0,4.5
7738,Carnegie Mellon University (CMU),3.8,170.0,148.0,3.5
7739,University Of Chicago (UChicago),3.58,166.0,162.0,4.5
7740,University Of Oregon,1.6199999999999999,158.0,154.0,4.0
7741,American University,3.68,157.0,147.0,5.5
7742,American University,3.59,167.0,162.0,4.0
7743,University Of Chicago (UChicago),3.9,159.0,157.0,5.0
7744,University Of Chicago (UChicago),3.48,168.0,158.0,5.5
7745,University Of Tulsa,3.7,156.0,153.0,4.5
7746,"University Of Wisconsin, Madison",3.49,155.0,164.0,4.0
7747,University Of Chicago (UChicago),3.7,163.0,168.0,4.0
7748,University Of Chicago (UChicago),3.81,164.0,166.0,5.0
7749,University Of Chicago (UChicago),3.86,165.0,163.0,5.0
7750,Duke University,3.67,156.0,162.0,4.5
7751,University Of Chicago (UChicago),3.87,165.0,161.0,5.5
7752,Columbia University,3.0,154.0,154.0,3.5
7753,American University,3.72,161.0,154.0,4.5
7754,University Of Southern California (USC),3.47,156.0,166.0,5.0
7755,University Of Chicago (UChicago),3.8,159.0,159.0,4.0
7756,University Of Chicago (UChicago),3.8,170.0,170.0,4.0
7757,University Of Mississippi,3.91,163.0,150.0,4.5
7758,"University Of Arkansas, Fayetteville",3.91,163.0,150.0,4.5
7759,University Of Central Arkansas,3.91,163.0,150.0,4.5
7760,University Of Chicago (UChicago),3.2,170.0,163.0,6.0
7761,"University Of Wisconsin, Madison",3.78,157.0,170.0,4.0
7762,University Of Chicago (UChicago),3.7,164.0,155.0,4.0
7763,University Of Chicago (UChicago),3.58,160.0,153.0,6.0
7764,Kent State University,3.9,146.0,148.0,3.5
7765,"University Of North Carolina, Greensboro",3.88,157.0,148.0,4.5
7766,Columbia University,3.55,143.0,163.0,3.5
7767,"University Of Wisconsin, Madison",3.8,166.0,170.0,4.5
7768,East Carolina University,3.25,157.0,152.0,4.5
7769,"University Of North Carolina, Chapel Hill (UNC)",3.91,162.0,167.0,4.5
7770,"University Of North Carolina, Greensboro",3.65,154.0,150.0,5.0
7771,Columbia University,3.91,162.0,167.0,4.5
7772,University Of Oregon,3.8,163.0,150.0,4.5
7773,"University Of Illinois, Urbana-Champaign (UIUC)",3.63,157.0,157.0,4.5
7774,SUNY Albany,3.4,145.0,158.0,3.0
7775,"University Of Minnesota, Twin Cities (UMN)",3.4,145.0,158.0,3.0
7776,"University Of Texas, Austin (UT Austin)",3.52,165.0,166.0,3.0
7777,University Of Oregon,3.98,166.0,156.0,5.5
7778,University Of South Florida (USF),3.96,154.0,145.0,4.0
7779,Syracuse University,3.8,153.0,145.0,4.0
7780,University Of Oregon,3.98,155.0,153.0,4.5
7781,Columbia University,3.69,157.0,163.0,4.0
7782,University Of Oregon,3.49,154.0,156.0,4.0
7783,Columbia University,3.5,158.0,157.0,4.0
7784,Arizona State University (ASU),3.66,156.0,163.0,5.5
7785,New York University (NYU),3.54,166.0,166.0,4.5
7786,Columbia University,3.25,154.0,154.0,5.0
7787,York University,3.9,162.0,160.0,5.0
7788,SUNY Buffalo,3.86,151.0,156.0,4.0
7789,University Of Oxford,3.9,166.0,166.0,5.5
7790,Columbia University,3.9,164.0,156.0,4.5
7791,"University Of Michigan, Ann Arbor (UMich)",3.63,160.0,167.0,4.5
7792,Columbia University,3.95,166.0,163.0,4.0
7793,George Washington University (GWU),3.56,164.0,151.0,4.5
7794,George Washington University (GWU),3.34,162.0,157.0,5.0
7795,Columbia University,3.54,166.0,166.0,4.5
7796,Rutgers University,3.58,159.0,156.0,4.5
7797,Carnegie Mellon University (CMU),3.0,147.0,164.0,4.5
7798,University Of Virginia (UVA),3.56,152.0,148.0,3.5
7799,Carnegie Mellon University (CMU),3.65,162.0,170.0,4.0
7800,Carnegie Mellon University (CMU),3.9,164.0,168.0,4.5
7801,Northeastern University,3.69,149.0,157.0,3.5
7802,Arizona State University (ASU),3.95,165.0,161.0,4.5
7803,McGill Unviversity,3.91,162.0,167.0,4.5
7804,"University Of California, Los Angeles (UCLA)",3.54,158.0,154.0,4.0
7805,University Of Akron,3.98,155.0,154.0,4.0
7806,University Of Pennsylvania (UPenn),3.94,165.0,159.0,6.0
7807,Adelphi University,3.55,154.0,149.0,4.5
7808,"University Of Colorado, Denver",2.9,150.0,146.0,3.0
7809,"University Of Illinois, Urbana-Champaign (UIUC)",3.8,153.0,155.0,4.5
7810,"University Of Washington, Seattle (UW)",3.3,166.0,161.0,3.0
7811,"Ohio State University, Columbus (OSU)",3.97,158.0,152.0,4.0
7812,"University Of Texas, Austin (UT Austin)",3.74,160.0,154.0,4.0
7813,"University Of Michigan, Ann Arbor (UMich)",3.5,151.0,167.0,3.5
7814,University Of Connecticut,3.55,154.0,159.0,5.0
7815,University Of Southern California (USC),3.65,154.0,169.0,3.5
7816,"University Of North Carolina, Chapel Hill (UNC)",3.5,152.0,166.0,5.5
7817,"Miami University, Ohio",3.0,162.0,155.0,3.5
7818,University Of Central Florida (UCF),3.69,147.0,152.0,4.0
7819,University Of South Florida (USF),3.69,147.0,152.0,4.0
7820,"University Of Nebraska, Lincoln",3.98,152.0,152.0,4.0
7821,Stanford University,4.0,159.0,166.0,4.0
7822,"University Of North Carolina, Chapel Hill (UNC)",3.25,169.0,149.0,4.0
7823,University Of South Florida (USF),3.94,155.0,154.0,4.0
7824,"University Of Washington, Seattle (UW)",3.5,159.0,153.0,4.5
7825,"University Of Illinois, Urbana-Champaign (UIUC)",3.59,155.0,157.0,4.5
7826,University Of Akron,3.98,150.0,146.0,4.5
7827,"University Of Illinois, Urbana-Champaign (UIUC)",3.83,154.0,149.0,4.0
7828,"University Of Illinois, Urbana-Champaign (UIUC)",3.88,162.0,159.0,4.5
7829,"University Of Washington, Seattle (UW)",3.42,166.0,163.0,5.0
7830,Carnegie Mellon University (CMU),3.5,154.0,170.0,3.0
7831,Carnegie Mellon University (CMU),3.5,170.0,154.0,3.0
7832,Vanderbilt University,3.97,165.0,168.0,4.5
7833,Adelphi University,3.91,157.0,161.0,5.5
7834,Cornell University,3.67,162.0,156.0,4.5
7835,"Miami University, Ohio",3.98,150.0,146.0,4.5
7836,"University Of North Carolina, Chapel Hill (UNC)",3.8,166.0,153.0,3.5
7837,"University Of Illinois, Urbana-Champaign (UIUC)",3.96,158.0,170.0,4.0
7838,Columbia University,3.48,160.0,168.0,4.5
7839,Johns Hopkins University (JHU),3.92,154.0,161.0,4.0
7840,Colorado State University (CSU),3.5,161.0,151.0,5.0
7841,University Of Central Florida (UCF),3.17,148.0,159.0,5.0
7842,"University Of Minnesota, Twin Cities (UMN)",3.66,169.0,155.0,5.0
7843,"University Of Massachusetts, Amherst (UMass)",3.77,152.0,148.0,4.0
7844,Kamla Raheja Vidyanidhi Institute Of Architecture (KRVIA),4.0,155.0,159.0,3.5
7845,Duke University,3.83,155.0,169.0,3.5
7846,Clarkson University,3.68,169.0,144.0,3.5
7847,New York University (NYU),3.78,159.0,152.0,5.0
7848,University Of Oxford,3.98,170.0,167.0,5.0
7849,"University Of Illinois, Urbana-Champaign (UIUC)",3.97,168.0,163.0,5.0
7850,Adelphi University,3.65,157.0,154.0,4.0
7851,George Mason University (GMU),2.22,156.0,152.0,4.0
7852,Pratt Institute,3.7,155.0,163.0,4.5
7853,Purdue University,3.83,155.0,169.0,3.5
7854,Rutgers University,3.8,166.0,153.0,3.5
7855,George Washington University (GWU),3.77,165.0,145.0,4.5
7856,Harvard University,3.48,159.0,150.0,5.0
7857,"University Of California, Los Angeles (UCLA)",3.86,164.0,158.0,5.5
7858,"University Of Massachusetts, Amherst (UMass)",3.96,161.0,161.0,4.5
7859,"University Of Massachusetts, Amherst (UMass)",3.89,157.0,150.0,4.0
7860,"University Of Texas, Austin (UT Austin)",3.72,151.0,169.0,3.0
7861,University Of Southern California (USC),3.72,151.0,169.0,3.0
7862,University Of Tulsa,3.98,146.0,167.0,3.5
7863,Carnegie Mellon University (CMU),2.91,163.0,161.0,3.0
7864,Temple University,3.83,158.0,153.0,4.0
7865,"Indiana University, Bloomington",3.0,158.0,163.0,4.5
7866,Stanford University,3.52,165.0,170.0,6.0
7867,Michigan Technological University (MTU),3.56,149.0,153.0,3.5
7868,Stanford University,3.81,163.0,165.0,5.0
7869,University Of The Pacific,3.61,164.0,156.0,5.0
7870,Johns Hopkins University (JHU),3.5,156.0,170.0,4.0
7871,Boston University (BU),3.04,153.0,154.0,5.0
7872,Saint Xavier University,4.0,156.0,162.0,5.0
7873,"Loyala University, Maryland",3.76,157.0,153.0,5.0
7874,Carnegie Mellon University (CMU),3.8,170.0,148.0,3.5
7875,"University Of Michigan, Ann Arbor (UMich)",3.89,169.0,154.0,5.5
7876,St. Johns University,3.78,151.0,153.0,4.0
7877,Duke University,3.9,170.0,160.0,4.5
7878,University Of Iowa,1.6320000000000001,153.0,160.0,5.0
7879,University Of British Columbia (UBC),3.25,169.0,149.0,4.0
7880,Villanova University,3.42,143.0,160.0,3.0
7881,Missouri State University,3.6,159.0,156.0,4.5
7882,"University Of Illinois, Urbana-Champaign (UIUC)",3.94,163.0,153.0,4.5
7883,Boston University (BU),3.3,164.0,164.0,4.0
7884,"University Of Washington, Seattle (UW)",3.74,166.0,151.0,5.0
7885,Fontbonne University,3.97,157.0,149.0,4.5
7886,Kent State University,3.48,157.0,155.0,4.5
7887,"University Of Illinois, Urbana-Champaign (UIUC)",3.48,157.0,155.0,4.5
7888,University Of Louisville,3.61,166.0,154.0,4.5
7889,University Of South Carolina,3.61,166.0,154.0,4.5
7890,"University Of Illinois, Urbana-Champaign (UIUC)",4.0,163.0,158.0,5.0
7891,University Of Denver,3.86,164.0,158.0,5.5
7892,University Of Iowa,3.79,158.0,154.0,4.5
7893,"University Of Illinois, Urbana-Champaign (UIUC)",3.7,165.0,151.0,4.5
7894,University Of Toronto (UofT),3.81,165.0,166.0,6.0
7895,University Of Iowa,3.91,170.0,168.0,5.0
7896,University Of South Florida (USF),3.7,146.0,151.0,4.5
7897,University Of Iowa,3.88,158.0,160.0,5.0
7898,Cornell University,3.22,158.0,159.0,5.0
7899,Purdue University,3.9,156.0,166.0,3.5
7900,University Of British Columbia (UBC),3.6,164.0,150.0,5.0
7901,University Of South Florida (USF),3.8,161.0,156.0,4.0
7902,University Of South Florida (USF),3.8,152.0,152.0,4.5
7903,Johns Hopkins University (JHU),3.8,155.0,170.0,3.0
7904,University Of Mississippi,3.88,165.0,149.0,4.5
7905,University Of South Florida (USF),3.84,153.0,154.0,4.0
7906,Kent State University,3.98,150.0,146.0,4.5
7907,"University Of Texas, Austin (UT Austin)",3.6,158.0,163.0,4.0
7908,Kent State University,3.87,153.0,158.0,4.0
7909,University Of Central Florida (UCF),3.6,150.0,147.0,4.0
7910,"University Of Minnesota, Twin Cities (UMN)",3.66,168.0,155.0,4.5
7911,Northeastern University,3.8,156.0,150.0,4.0
7912,"University Of Illinois, Urbana-Champaign (UIUC)",3.87,162.0,166.0,3.0
7913,James Madison University,3.58,157.0,151.0,4.0
7914,George Washington University (GWU),3.58,160.0,153.0,6.0
7915,George Washington University (GWU),3.87,165.0,161.0,5.5
7916,Purdue University,3.9,168.0,165.0,6.0
7917,George Washington University (GWU),3.14,170.0,163.0,4.5
7918,Syracuse University,3.01,151.0,158.0,4.0
7919,Syracuse University,3.86,153.0,154.0,4.0
7920,George Washington University (GWU),3.58,166.0,162.0,4.5
7921,Kent State University,3.98,155.0,154.0,4.0
7922,George Washington University (GWU),3.71,169.0,163.0,4.5
7923,George Washington University (GWU),3.49,166.0,159.0,6.0
7924,Columbia University,3.92,162.0,170.0,3.5
7925,McGill Unviversity,3.72,157.0,170.0,5.0
7926,University Of Alberta,3.72,157.0,170.0,5.0
7927,Carnegie Mellon University (CMU),3.56,160.0,170.0,3.5
7928,San Francisco State University (SFSU),3.7,170.0,156.0,3.0
7929,"University Of Washington, Seattle (UW)",3.64,154.0,155.0,4.5
7930,"University Of Texas, Austin (UT Austin)",3.7,166.0,167.0,4.0
7931,Georgetown University,3.7,166.0,162.0,4.5
7932,University Of Southern California (USC),3.7,166.0,162.0,4.5
7933,Cornell University,3.5,158.0,155.0,5.0
7934,University Of Pennsylvania (UPenn),3.69,163.0,157.0,4.0
7935,"University Of Michigan, Ann Arbor (UMich)",3.59,151.0,169.0,3.0
7936,"University Of Texas, Austin (UT Austin)",3.84,160.0,165.0,3.0
7937,"University Of Texas, Austin (UT Austin)",3.76,148.0,168.0,3.5
7938,"University Of Illinois, Chicago (UIC)",3.7,155.0,163.0,4.5
7939,New York University (NYU),3.7,155.0,163.0,4.5
7940,George Washington University (GWU),3.7,155.0,163.0,4.5
7941,"University Of Texas, Austin (UT Austin)",3.76,150.0,170.0,3.0
7942,"University Of Texas, Austin (UT Austin)",3.6,160.0,161.0,5.0
7943,"University Of Maryland, College Park (UMD)",3.79,159.0,152.0,5.0
7944,University Of Kansas,4.0,169.0,159.0,4.5
7945,Purdue University,3.64,165.0,159.0,5.0
7946,Cornell University,3.3,154.0,156.0,4.0
7947,"University Of Maryland, College Park (UMD)",3.77,165.0,145.0,4.0
7948,"University Of Illinois, Chicago (UIC)",4.0,161.0,153.0,5.0
7949,University Of Virginia (UVA),3.01,157.0,156.0,4.0
7950,"University Of Texas, Austin (UT Austin)",4.0,160.0,168.0,5.0
7951,San Francisco State University (SFSU),3.7,168.0,166.0,3.0
7952,Purdue University,3.94,159.0,160.0,5.0
7953,Midwestern University,3.61,150.0,150.0,3.5
7954,New York University (NYU),3.07,155.0,158.0,4.5
7955,Emory University,3.07,155.0,158.0,4.5
7956,Purdue University,3.98,155.0,154.0,4.0
7957,Arcadia University,3.68,149.0,159.0,4.5
7958,Purdue University,4.0,163.0,158.0,5.0
7959,Syracuse University,3.6,146.0,170.0,3.0
7960,Purdue University,3.73,160.0,154.0,5.0
7961,"University Of Texas, Austin (UT Austin)",4.0,161.0,166.0,4.5
7962,"University Of Washington, Seattle (UW)",4.0,160.0,164.0,4.5
7963,"University Of Washington, Seattle (UW)",3.9,160.0,156.0,5.0
7964,North Caroline State University (NCSU),3.2,155.0,156.0,4.0
7965,Ohio State University (OSU),3.2,155.0,156.0,4.0
7966,Syracuse University,3.2,155.0,156.0,0.4
7967,Syracuse University,2.9,157.0,145.0,4.5
7968,"University Of Illinois, Urbana-Champaign (UIUC)",3.72,170.0,150.0,3.0
7969,University Of Chicago (UChicago),3.92,166.0,152.0,5.5
7970,La Salle University,3.87,158.0,160.0,5.0
7971,Virginia Tech,3.05,159.0,152.0,4.0
7972,"University Of Texas, Dallas (UT Dallas)",3.56,159.0,144.0,3.0
7973,"University Of Wisconsin, Madison",3.8,154.0,154.0,3.5
7974,University Of Vermont,3.8,154.0,154.0,3.5
7975,Union Theological Seminary,4.0,168.0,140.0,4.5
7976,"University Of Maryland, College Park (UMD)",3.8,166.0,153.0,3.5
7977,North Caroline State University (NCSU),3.67,152.0,162.0,5.5
7978,Stanford University,3.89,157.0,165.0,4.5
7979,James Madison University,3.8,154.0,158.0,4.0
7980,"University Of California, Irvine (UCI)",3.41,154.0,156.0,4.0
7981,Bowling Green State University,3.9,155.0,155.0,4.5
7982,"University Of Massachusetts, Amherst (UMass)",3.27,165.0,148.0,5.0
7983,"University Of Minnesota, Twin Cities (UMN)",3.55,167.0,168.0,4.5
7984,"Washington University, St. Louis (WUSTL)",3.76,167.0,159.0,5.0
7985,Arizona State University (ASU),3.84,163.0,170.0,4.0
7986,"Indiana University, Bloomington",3.8,156.0,162.0,3.0
7987,Boston University (BU),4.0,157.0,147.0,4.0
7988,Columbia University,3.9,162.0,166.0,3.0
7989,Tufts University,3.95,166.0,163.0,4.0
7990,Cornell University,3.95,163.0,166.0,4.0
7991,Columbia University,3.57,166.0,161.0,5.5
7992,"University Of Texas, Austin (UT Austin)",3.15,159.0,153.0,4.5
7993,Cornell University,3.54,166.0,166.0,4.5
7994,"University Of Florida, Gainesville (UFL)",3.8,153.0,166.0,4.0
7995,"Indiana University, Bloomington",3.3,158.0,159.0,4.0
7996,Case Western Reserve University (CWRU),3.69,155.0,151.0,5.0
7997,University Of British Columbia (UBC),3.7,159.0,161.0,4.5
7998,Boston University (BU),3.73,155.0,155.0,4.0
7999,"University Of California, Irvine (UCI)",3.55,155.0,162.0,4.5
8000,Stanford University,3.96,157.0,169.0,3.0
8001,Stanford University,3.97,150.0,170.0,3.5
8002,Union Theological Seminary,3.9,170.0,159.0,5.0
8003,University Of Southern Mississippi,3.61,155.0,158.0,3.0
8004,"University Of California, Irvine (UCI)",3.3,155.0,164.0,4.5
8005,"University Of California, Berkeley (UCB)",3.43,159.0,169.0,5.5
8006,New York University (NYU),3.6,164.0,150.0,5.0
8007,"University Of Illinois, Urbana-Champaign (UIUC)",3.52,158.0,166.0,4.5
8008,Cornell University,3.66,155.0,161.0,4.0
8009,University Of Chicago (UChicago),3.92,163.0,145.0,4.0
8010,Columbia University,3.65,154.0,169.0,3.5
8011,Loma Linda University,3.8,162.0,154.0,4.5
8012,University Of Chicago (UChicago),3.38,167.0,165.0,4.5
8013,"University Of Maryland, College Park (UMD)",3.3,157.0,168.0,3.5
8014,Stanford University,3.88,164.0,166.0,3.5
8015,"University Of Maryland, College Park (UMD)",3.3,157.0,168.0,3.5
8016,Cornell University,3.53,164.0,159.0,4.0
8017,University Of Kentucky,3.2,163.0,155.0,4.5
8018,University Of Central Florida (UCF),3.77,148.0,152.0,4.0
8019,University Of Vermont,3.62,162.0,141.0,4.0
8020,Boston University (BU),3.85,166.0,166.0,4.5
8021,"California State University, Chico",3.68,153.0,150.0,3.5
8022,Radford University,3.65,157.0,153.0,4.5
8023,Johns Hopkins University (JHU),3.74,158.0,166.0,3.0
8024,Harvard University,3.69,164.0,160.0,4.0
8025,Cornell University,3.8,166.0,153.0,3.5
8026,Stanford University,3.92,169.0,167.0,5.0
8027,"Indiana University, Bloomington",3.65,164.0,156.0,5.0
8028,Boston University (BU),2.99,159.0,151.0,3.0
8029,Stanford University,3.73,161.0,170.0,3.5
8030,University Of Arizona,3.3,159.0,152.0,5.0
8031,"University Of Nebraska, Lincoln",3.98,153.0,159.0,4.5
8032,Stanford University,3.88,148.0,168.0,3.5
8033,"University Of California, Los Angeles (UCLA)",3.8,155.0,157.0,5.0
8034,University Of Chicago (UChicago),3.98,158.0,158.0,5.5
8035,"University Of Texas, Austin (UT Austin)",3.87,165.0,161.0,5.5
8036,Boston University (BU),3.91,157.0,151.0,5.0
8037,"University Of California, Irvine (UCI)",3.41,166.0,166.0,4.5
8038,Loma Linda University,4.0,154.0,151.0,4.5
8039,Boston University (BU),3.91,161.0,163.0,5.0
8040,Harvard University,3.8,164.0,156.0,4.5
8041,Harvard University,3.0,154.0,154.0,3.5
8042,Boston University (BU),3.91,170.0,168.0,5.0
8043,Harvard University,3.6,164.0,161.0,5.0
8044,Carnegie Mellon University (CMU),3.68,159.0,155.0,5.5
8045,University Of Chicago (UChicago),3.96,170.0,154.0,4.5
8046,Boston University (BU),3.75,162.0,152.0,4.0
8047,Boston University (BU),3.55,156.0,153.0,5.0
8048,University Of Southern California (USC),3.9,153.0,158.0,4.0
8049,Boston University (BU),3.7,159.0,161.0,5.0
8050,Carnegie Mellon University (CMU),3.33,167.0,170.0,5.5
8051,Johns Hopkins University (JHU),3.54,167.0,167.0,4.5
8052,Longwood University,3.7,151.0,152.0,4.0
8053,Stanford University,3.92,160.0,166.0,4.5
8054,Georgetown University,3.05,156.0,160.0,5.5
8055,"California State University, Chico",3.2,164.0,154.0,5.0
8056,Ohio State University (OSU),3.81,159.0,164.0,4.0
8057,Loyola University,3.94,142.0,154.0,4.5
8058,Carnegie Mellon University (CMU),3.3,150.0,169.0,3.5
8059,"University Of Texas, Austin (UT Austin)",3.6,159.0,148.0,4.5
8060,Longwood University,3.7,151.0,152.0,4.0
8061,University Of New Hampshire,3.91,157.0,151.0,5.0
8062,"University Of Texas, Austin (UT Austin)",3.5,154.0,140.0,3.5
8063,University Of Guelph,3.9,145.0,159.0,2.5
8064,University Of Louisville,3.2,163.0,155.0,5.0
8065,University Of Toronto (UofT),3.97,154.0,163.0,5.0
8066,Western Michigan University,3.97,154.0,163.0,5.0
8067,Duke University,3.8,165.0,164.0,5.0
8068,"University Of Texas, Austin (UT Austin)",3.05,159.0,152.0,4.0
8069,University Of Iowa,3.25,169.0,149.0,4.0
8070,"Loyala University, Maryland",3.91,161.0,163.0,5.0
8071,"University Of Texas, Austin (UT Austin)",3.2,165.0,156.0,4.0
8072,"University Of Illinois, Urbana-Champaign (UIUC)",3.66,168.0,155.0,4.5
8073,"University Of Michigan, Ann Arbor (UMich)",3.91,166.0,160.0,4.5
8074,"University Of Texas, Austin (UT Austin)",3.91,141.0,166.0,2.5
8075,Carnegie Mellon University (CMU),3.51,157.0,152.0,3.5
8076,New York University (NYU),3.8,168.0,156.0,5.0
8077,Johns Hopkins University (JHU),3.81,159.0,164.0,4.0
8078,Oregon State University,3.3,153.0,163.0,3.5
8079,"Washington University, St. Louis (WUSTL)",3.2,155.0,156.0,4.5
