,College Name,GPA,Verbal,Quants,Writing
471,Western Carolina University,3.0,152.0,155.0,3.5
472,Columbia University,3.5,154.0,168.0,4.5
473,Nothwestern University,3.9,157.0,170.0,4.0
474,Cornell University,3.9,157.0,170.0,4.0
475,Missouri University Of Science And Technology,3.15,147.0,167.0,3.0
476,University Of Tulsa,3.6,149.0,158.0,3.0
477,SUNY Stony Brook,3.72,156.0,166.0,4.0
478,SUNY Stony Brook,3.6,161.0,170.0,4.0
479,"University Of Washington, Seattle (UW)",3.75,147.0,170.0,3.0
480,Southern CT State University,3.75,151.0,148.0,4.0
481,Columbia University,3.65,150.0,167.0,4.0
482,Adelphi University,3.6,150.0,154.0,4.0
483,Eastern Michigan University,3.83,150.0,153.0,5.0
484,Oregon State University,3.63,154.0,164.0,3.5
485,"University Of Texas, Austin (UT Austin)",3.93,160.0,165.0,3.5
486,University Of South Florida (USF),3.0,147.0,169.0,3.5
487,"University Of Michigan, Ann Arbor (UMich)",3.7,155.0,170.0,4.0
488,"University Of California, Santa Barbara (UCSB)",3.83,161.0,168.0,4.5
489,Johns Hopkins University (JHU),3.48,168.0,155.0,3.0
490,"University Of Texas, Austin (UT Austin)",3.59,167.0,168.0,5.5
491,"California State University, Chico",3.72,165.0,159.0,5.0
492,"University Of Texas, Austin (UT Austin)",3.75,157.0,164.0,4.5
493,"California State University, Sacramento",3.97,156.0,150.0,4.5
494,"University Of Texas, Austin (UT Austin)",3.84,157.0,169.0,4.0
495,George Washington University (GWU),3.08,142.0,170.0,3.0
496,Columbia University,3.83,165.0,169.0,4.5
497,Cornell University,3.8,162.0,168.0,4.5
498,New York University (NYU),4.0,154.0,166.0,3.5
499,"University Of Florida, Gainesville (UFL)",3.0,163.0,149.0,4.0
500,Carnegie Mellon University (CMU),3.57,169.0,170.0,5.5
501,University Of Louisville,3.69,164.0,161.0,4.0
502,New York University (NYU),3.73,159.0,147.0,5.5
503,Columbia University,3.78,157.0,170.0,4.5
504,University Of Southern California (USC),3.6,164.0,164.0,4.5
505,"University Of Massachusetts, Amherst (UMass)",3.33,159.0,168.0,3.5
506,Georgetown University,3.8,168.0,158.0,4.5
507,"University Of Washington, Seattle (UW)",4.0,156.0,167.0,4.0
508,North Caroline State University (NCSU),4.0,156.0,167.0,4.0
509,"University Of Massachusetts, Amherst (UMass)",3.8,166.0,170.0,4.5
510,Pennsylvania State University (PennState),3.89,159.0,164.0,4.0
511,"University Of California, Santa Barbara (UCSB)",3.61,163.0,164.0,4.5
512,Southern Connecticut State University,3.47,151.0,148.0,4.5
513,University Of Southern California (USC),3.9,147.0,165.0,4.0
514,University Of Southern California (USC),3.9,147.0,165.0,4.0
515,Gallaudet University,3.79,157.0,158.0,4.5
516,"California State University, Long Beach",3.47,154.0,165.0,4.0
517,University Of Alaska Fairbanks,2.95,166.0,160.0,4.0
518,"University Of California, Santa Barbara (UCSB)",4.0,155.0,165.0,3.5
519,Grand Valley State University,3.02,155.0,151.0,5.0
520,Central European University,3.53,170.0,164.0,5.5
521,Arizona State University (ASU),3.77,155.0,167.0,4.0
522,North Caroline State University (NCSU),3.77,155.0,167.0,4.0
523,University Of Southern California (USC),3.77,155.0,167.0,4.0
524,"University Of North Carolina, Chapel Hill (UNC)",3.3,164.0,143.0,5.0
525,Columbia University,3.97,165.0,166.0,4.5
526,"University Of Maryland, College Park (UMD)",3.7,161.0,167.0,4.5
527,"University Of Michigan, Ann Arbor (UMich)",3.98,150.0,169.0,3.5
528,"University Of Massachusetts, Amherst (UMass)",3.8,154.0,170.0,4.5
529,"University Of Illinois, Chicago (UIC)",3.31,154.0,157.0,4.0
530,"University Of Massachusetts, Amherst (UMass)",3.83,165.0,166.0,3.0
531,Brown University,3.52,161.0,153.0,4.0
532,"University Of Wisconsin, Madison",3.6,162.0,160.0,4.0
533,Columbia University,3.43,166.0,162.0,4.0
534,New York University (NYU),3.48,157.0,170.0,3.5
535,Vanderbilt University,3.48,157.0,170.0,3.5
536,Columbia University,3.7,158.0,168.0,3.5
537,"Washington University, St. Louis (WUSTL)",3.38,155.0,167.0,4.0
538,"University Of California, San Diego (UCSD)",3.86,150.0,170.0,3.5
539,Idaho State University,3.9,159.0,151.0,4.5
540,Idaho State University,3.86,164.0,156.0,5.0
541,"University Of Michigan, Ann Arbor (UMich)",3.89,157.0,160.0,4.0
542,Columbia University,3.92,162.0,166.0,4.5
543,Adelphi University,3.78,154.0,148.0,4.0
544,"University Of Maryland, College Park (UMD)",3.43,156.0,166.0,4.5
545,University Of Houston,3.27,163.0,155.0,5.0
546,Kean University,3.47,143.0,155.0,4.0
547,Columbia University,3.9,164.0,169.0,4.5
548,Idaho State University,3.65,168.0,157.0,5.5
549,"University Of Maryland, College Park (UMD)",3.19,158.0,169.0,5.0
550,"University Of Michigan, Ann Arbor (UMich)",3.76,156.0,170.0,4.5
551,"University Of California, Irvine (UCI)",3.6,156.0,164.0,4.0
552,Louisiana Tech University,3.42,151.0,148.0,3.0
553,Stanford University,3.85,166.0,164.0,4.5
554,Idaho State University,3.1,162.0,147.0,4.5
555,Woodbury University,3.2,144.0,161.0,3.0
556,Cornell University,3.9,169.0,162.0,4.0
557,North Caroline State University (NCSU),3.2,145.0,165.0,4.0
558,Columbia University,3.67,158.0,160.0,4.0
559,Arizona State University (ASU),3.9,159.0,146.0,5.0
560,West Virginia University,3.0,159.0,156.0,4.5
561,Lehigh University,3.99,166.0,168.0,4.5
562,Eastern Washington University,3.88,153.0,149.0,4.5
563,"University Of Michigan, Ann Arbor (UMich)",3.91,150.0,170.0,3.0
564,"University Of Texas, Austin (UT Austin)",3.9,159.0,168.0,3.0
565,"University Of Texas, Austin (UT Austin)",3.87,155.0,170.0,3.5
566,Columbia University,3.83,146.0,169.0,3.0
567,University Of Oxford,3.92,154.0,166.0,4.5
568,"University Of Wisconsin, Madison",3.56,161.0,168.0,3.5
569,"University Of Massachusetts, Amherst (UMass)",3.28,167.0,167.0,5.0
570,"University Of Texas, Dallas (UT Dallas)",3.6,147.0,159.0,4.0
571,"University Of Wisconsin, Madison",3.98,161.0,164.0,3.5
572,Columbia University,3.28,146.0,162.0,4.0
573,San Francisco State University (SFSU),2.86,141.0,158.0,2.5
574,"University Of Michigan, Ann Arbor (UMich)",3.87,154.0,168.0,3.0
575,"California State University, Fullerton",3.72,156.0,152.0,4.5
576,Columbia University,3.9,168.0,170.0,5.0
577,Johns Hopkins University (JHU),3.9,168.0,170.0,5.0
578,University Of Central Florida (UCF),3.4,153.0,145.0,3.5
579,McGill Unviversity,3.5,154.0,163.0,4.0
580,"University Of Minnesota, Twin Cities (UMN)",3.67,156.0,168.0,3.0
581,"University Of California, Irvine (UCI)",3.42,159.0,166.0,3.5
582,"University Of Michigan, Ann Arbor (UMich)",3.61,163.0,164.0,4.5
583,Cornell University,3.93,155.0,165.0,3.5
584,"Indiana University, Bloomington",3.6,161.0,167.0,3.5
585,Columbia University,3.65,156.0,163.0,4.0
586,"University Of Colorado, Boulder",3.31,160.0,162.0,4.0
587,Florida Atlantic University,3.74,153.0,155.0,4.0
588,Monmouth University,3.99,142.0,145.0,4.5
589,Columbia University,3.35,162.0,170.0,4.0
590,"University Of Texas, Austin (UT Austin)",3.87,155.0,170.0,3.5
591,University Of Delaware,3.3,154.0,149.0,3.5
592,Columbia University,3.71,153.0,166.0,4.0
593,Towson University,3.57,151.0,154.0,4.5
594,University Of South Alabama,3.82,155.0,150.0,4.0
595,Adelphi University,3.65,148.0,155.0,4.0
596,North Caroline State University (NCSU),3.2,152.0,168.0,3.5
597,University Of Connecticut,3.55,156.0,148.0,5.0
598,Columbia University,3.49,154.0,163.0,4.0
599,Florida International University (FIU),3.9,156.0,156.0,4.5
600,Columbia University,3.65,163.0,156.0,4.0
601,Texas State University,3.26,161.0,149.0,4.5
602,University Of Houston,3.1,168.0,159.0,4.5
603,"Loyala University, Maryland",3.86,151.0,150.0,4.0
604,"University Of Minnesota, Twin Cities (UMN)",3.4,152.0,166.0,4.0
605,West Chester University,3.86,157.0,152.0,4.0
606,Stanford University,4.0,165.0,155.0,5.5
607,Hofstra University,3.6,155.0,154.0,4.0
608,Georgetown University,3.17,156.0,158.0,4.0
609,Columbia University,2.76,157.0,168.0,5.0
610,University Of Houston,3.3,152.0,153.0,4.0
611,University Of Pennsylvania (UPenn),3.7,155.0,167.0,4.0
612,University Of Denver,3.8,162.0,154.0,4.5
613,"University Of Illinois, Urbana-Champaign (UIUC)",3.65,162.0,162.0,5.5
614,Georgetown University,3.7,161.0,155.0,4.5
615,Bloomsburg University,3.74,153.0,147.0,4.5
616,Marshall University,3.55,145.0,150.0,4.0
617,Seton Hall University,3.88,147.0,150.0,4.5
618,University Of Waterloo,3.2,167.0,170.0,5.5
619,"Univ Of Washington, Univ. Of Maryland, Northeastern Univ.",3.5,163.0,162.0,4.5
620,"University Of Wisconsin, Madison",3.8,159.0,160.0,5.5
621,"University Of California, Los Angeles (UCLA)",3.78,169.0,170.0,5.5
622,Western Illinois University,2.8,161.0,141.0,3.5
623,Nothwestern University,3.7,164.0,167.0,4.0
624,"University Of Michigan, Ann Arbor (UMich)",3.1,157.0,157.0,4.0
625,Teachers College Columbia Universiy,3.83,153.0,170.0,3.0
626,Wright State University,3.46,143.0,155.0,2.5
627,University Of South Dakota,3.46,143.0,155.0,2.5
628,"University Of Florida, Gainesville (UFL)",3.7,145.0,158.0,3.5
629,Arizona State University (ASU),4.0,156.0,167.0,4.0
630,University Of Delaware,3.5,167.0,168.0,4.5
631,University Of Rhode Island,3.33,150.0,160.0,3.5
632,Southern Connecticut State University,3.3,159.0,155.0,5.0
633,Grand Valley State University,3.55,155.0,148.0,4.0
634,University Of Cincinnati,3.2,154.0,169.0,3.5
635,Eastern Michigan University,3.75,159.0,152.0,5.5
636,University Of Houston,3.46,163.0,157.0,5.0
637,University Of Oxford,3.98,167.0,161.0,4.5
638,"University Of North Carolina, Charlotte",3.14,152.0,163.0,3.0
639,Eastern Michigan University,3.9,149.0,146.0,4.0
640,Columbia University,3.29,170.0,161.0,4.0
641,Oklahoma State University,3.9,147.0,157.0,3.0
642,"University Of California, San Diego (UCSD)",3.3,170.0,154.0,3.5
643,Cleveland State University,2.9,142.0,164.0,3.5
644,Columbia University,3.67,160.0,166.0,4.5
645,Brown University,3.5,155.0,163.0,3.5
646,Columbia University,3.9,159.0,166.0,4.0
647,George Mason University (GMU),3.55,159.0,160.0,5.0
648,Florida State University (FSU),3.91,156.0,161.0,5.0
649,New York University (NYU),3.64,168.0,162.0,5.5
650,Georgetown University,3.11,163.0,164.0,4.0
651,Tufts University,3.1,163.0,164.0,4.5
652,New York University (NYU),3.7,155.0,161.0,4.0
653,The Catholic University Of America,3.98,154.0,166.0,4.0
654,York University,3.1,150.0,165.0,4.0
655,Kean University,3.27,156.0,158.0,4.0
656,"University Of Florida, Gainesville (UFL)",3.3,148.0,160.0,3.0
657,"University Of Florida, Gainesville (UFL)",3.3,148.0,160.0,3.0
658,"University Of Florida, Gainesville (UFL)",3.3,148.0,160.0,3.0
659,Columbia University,3.72,160.0,162.0,5.0
660,University Of Redlands,3.86,157.0,152.0,4.0
661,University Of Pennsylvania (UPenn),3.57,154.0,164.0,4.5
662,University Of Houston,3.0,144.0,160.0,3.0
663,Southern Connecticut State University,3.6,151.0,151.0,4.0
664,"Loyala University, Maryland",3.86,157.0,152.0,4.0
665,Southern Connecticut State University,3.89,170.0,161.0,4.5
666,Sacred Heart University,3.76,157.0,156.0,4.5
667,"University Of Illinois, Urbana-Champaign (UIUC)",3.8,151.0,161.0,4.0
668,Eastern Michigan University,3.89,160.0,152.0,4.5
669,Northern Arizona University,4.0,158.0,147.0,5.0
670,"University Of Illinois, Urbana-Champaign (UIUC)",3.7,151.0,165.0,3.5
671,Purdue University,4.0,157.0,164.0,4.5
672,Carnegie Mellon University (CMU),3.32,151.0,163.0,4.0
673,Our Lady Of The Lake University,3.77,155.0,153.0,4.5
674,"University Of Illinois, Urbana-Champaign (UIUC)",4.0,151.0,160.0,4.0
675,Columbia University,3.81,157.0,164.0,5.0
676,Eastern Kentucky University,3.67,157.0,151.0,5.0
677,SUNY Stony Brook,3.75,147.0,170.0,3.0
678,SUNY Stony Brook,3.35,160.0,170.0,4.5
679,"University Of Minnesota, Twin Cities (UMN)",3.85,157.0,167.0,4.0
680,"University Of Illinois, Urbana-Champaign (UIUC)",3.3600000000000003,161.0,170.0,4.5
681,Southern Connecticut State University,3.76,149.0,151.0,4.5
682,University Of North Texas,3.95,155.0,161.0,4.5
683,"University Of Illinois, Urbana-Champaign (UIUC)",3.3,157.0,170.0,3.0
684,Georgetown University,3.72,153.0,159.0,5.0
685,Portland State University,3.57,159.0,150.0,4.0
686,Eastern Washington University,3.65,168.0,157.0,5.5
687,New York University (NYU),3.13,160.0,169.0,4.0
688,Rutgers University,3.81,157.0,163.0,4.0
689,Georgetown University,3.92,158.0,154.0,5.0
690,University Of Central Florida (UCF),3.77,158.0,157.0,4.5
691,Southern Connecticut State University,3.77,161.0,144.0,4.0
692,University Of Chicago (UChicago),3.73,158.0,151.0,3.0
693,"University Of California, San Diego (UCSD)",3.63,165.0,165.0,3.5
694,George Mason University (GMU),3.3,162.0,151.0,5.0
695,Sacred Heart University,3.57,155.0,150.0,4.0
696,Eastern Michigan University,3.34,157.0,150.0,5.0
697,"University Of Florida, Gainesville (UFL)",3.28,146.0,160.0,3.0
698,Grand Valley State University,3.96,147.0,145.0,4.5
699,Eastern Michigan University,3.85,162.0,156.0,4.5
700,The New School,3.29,155.0,159.0,3.5
701,"Loyala University, Maryland",3.94,158.0,155.0,5.0
702,Southern Connecticut State University,3.1,162.0,147.0,4.5
703,University Of Redlands,3.4,153.0,157.0,4.0
704,Boston University (BU),3.21,157.0,158.0,4.0
705,Columbia University,3.98,167.0,162.0,5.0
706,Georgia Regents University,3.96,166.0,160.0,4.5
707,George Washington University (GWU),3.3,155.0,170.0,3.0
708,"University Of Illinois, Chicago (UIC)",3.96,166.0,160.0,4.5
709,Rutgers University,3.4,162.0,170.0,4.0
710,Northeastern University,3.57,155.0,150.0,4.0
711,University Of Connecticut,3.88,165.0,148.0,5.0
712,Arizona State University (ASU),3.86,156.0,165.0,4.0
713,New York University (NYU),3.2,155.0,169.0,4.0
714,McGill Unviversity,3.84,166.0,168.0,5.5
715,"University Of Texas, Dallas (UT Dallas)",3.45,153.0,168.0,3.0
716,Rutgers University,3.2,156.0,166.0,3.5
717,George Washington University (GWU),3.89,157.0,158.0,3.5
718,"University Of Colorado, Boulder",3.64,159.0,166.0,3.5
719,Loyola University,3.49,163.0,148.0,4.0
720,"California State University, Long Beach",3.72,156.0,161.0,5.5
721,Loyola University,3.49,158.0,152.0,4.0
722,Columbia University,3.74,163.0,170.0,4.5
723,Northeastern State University,4.0,160.0,148.0,3.5
724,University Of North Dakota,4.0,160.0,148.0,3.5
725,Eastern Michigan University,3.7,150.0,147.0,3.5
726,Eastern Michigan University,3.3,160.0,148.0,4.0
727,"Loyala University, Maryland",3.86,157.0,148.0,4.5
728,Arizona State University (ASU),3.096,150.0,162.0,3.5
729,University Of Central Florida (UCF),3.9,161.0,144.0,4.5
730,University Of Utah (UoU),3.5,153.0,155.0,4.5
731,McGill Unviversity,4.0,165.0,164.0,4.5
732,"California State University, Long Beach",3.72,165.0,159.0,5.0
733,"University Of Florida, Gainesville (UFL)",3.7,146.0,170.0,3.5
734,Columbia University,3.97,151.0,167.0,3.0
735,Boston University (BU),3.3,147.0,153.0,4.5
736,University Of New Hampshire,3.57,155.0,150.0,4.0
737,Carnegie Mellon University (CMU),3.2,170.0,166.0,5.0
738,Johns Hopkins University (JHU),3.56,165.0,170.0,3.5
739,Drexel University,3.38,156.0,163.0,5.0
740,"University Of Illinois, Urbana-Champaign (UIUC)",3.2039999999999997,154.0,167.0,3.0
741,West Virginia University,3.7,153.0,149.0,4.5
742,Old Dominion University,3.7,153.0,149.0,4.5
743,"University Of California, San Diego (UCSD)",3.24,152.0,170.0,4.0
744,University Of Leeds,3.47,166.0,158.0,5.5
745,William Paterson University,3.86,153.0,147.0,4.5
746,"University Of Colorado, Boulder",3.76,163.0,154.0,3.5
747,University Of Southern California (USC),3.8,147.0,166.0,3.5
748,"University Of California, Irvine (UCI)",3.4,156.0,170.0,3.5
749,Columbia University,3.4,155.0,159.0,5.0
750,University Of Rochester,3.0,159.0,170.0,3.0
751,Arizona State University (ASU),3.4,147.0,164.0,3.0
752,"University Of Michigan, Ann Arbor (UMich)",3.68,160.0,170.0,3.0
753,University Of Alberta,3.0,152.0,163.0,3.5
754,University Of Pennsylvania (UPenn),3.43,167.0,170.0,3.5
755,"University Of Michigan, Ann Arbor (UMich)",3.72,159.0,165.0,3.5
756,"University Of Michigan, Ann Arbor (UMich)",3.9,159.0,166.0,4.0
757,SUNY Stony Brook,3.1,155.0,170.0,4.5
758,Marshall University,3.54,150.0,147.0,4.0
759,University Of Rochester,3.67,167.0,167.0,4.5
760,Columbia University,3.9,161.0,166.0,5.0
761,"University Of Texas, Dallas (UT Dallas)",3.75,147.0,170.0,3.0
762,Stanford University,3.51,147.0,153.0,3.5
763,San Francisco State University (SFSU),3.97,156.0,150.0,4.5
764,"University Of California, Los Angeles (UCLA)",3.48,158.0,163.0,3.5
765,"University Of California, Irvine (UCI)",3.7,158.0,170.0,4.0
766,Case Western Reserve University (CWRU),2.96,159.0,156.0,4.0
767,Western Michigan University,3.6,155.0,148.0,4.5
768,William Paterson University,3.9,157.0,151.0,4.0
769,"University Of Wisconsin, Madison",3.5,157.0,162.0,4.5
770,University Of Cincinnati,3.51,157.0,154.0,4.0
771,Portland State University,3.42,165.0,142.0,4.5
772,William Paterson University,3.5,164.0,149.0,4.0
773,"University Of California, Irvine (UCI)",3.67,167.0,167.0,4.5
774,"University Of California, Los Angeles (UCLA)",3.3,161.0,158.0,4.5
775,"University Of Florida, Gainesville (UFL)",3.44,149.0,167.0,3.0
776,Boston University (BU),3.4,149.0,170.0,3.0
777,"University Of Illinois, Urbana-Champaign (UIUC)",3.87,168.0,164.0,4.5
778,University Of Austin At Texas,3.52,152.0,170.0,3.0
779,"University Of Illinois, Urbana-Champaign (UIUC)",3.8,155.0,168.0,3.0
780,"University Of Illinois, Urbana-Champaign (UIUC)",3.99,166.0,168.0,4.5
781,"University Of California, Irvine (UCI)",3.6,153.0,166.0,3.0
782,George Washington University (GWU),3.63,164.0,157.0,4.0
783,Radford University,3.64,146.0,149.0,4.0
784,Temple University,3.83,167.0,154.0,5.0
785,University Of South Florida (USF),3.85,150.0,148.0,4.0
786,University Of Rochester,3.33,166.0,153.0,4.5
787,Idaho State University,2.3,158.0,160.0,3.5
788,University Of Rochester,3.2,152.0,168.0,3.0
789,Arizona State University (ASU),3.3,156.0,163.0,4.0
790,University Of Southern California (USC),3.4,159.0,170.0,4.0
791,Michigan Technological University (MTU),3.14,145.0,165.0,3.0
792,"University Of Washington, Seattle (UW)",3.9,151.0,163.0,3.0
793,Central Michigan University,3.3,158.0,162.0,4.0
794,"University Of Massachusetts, Amherst (UMass)",3.8,163.0,161.0,4.5
795,"University Of Alabama, Tuscaloosa",3.89,155.0,156.0,4.5
796,Temple University,3.54,154.0,151.0,4.5
797,Hofstra University,3.89,155.0,156.0,4.5
798,Montclair State University,3.65,150.0,156.0,5.0
799,Towson University,3.65,150.0,156.0,5.0
800,"University Of North Carolina, Chapel Hill (UNC)",3.8,135.0,165.0,4.0
